Genre,Description,URL
Jazz-funk,"Le jazz-funk est le style musical apparu aux États-Unis dans les années 1960 et dans la lignée du hard bop, en général purement instrumental, mêlant la structure des morceaux de jazz (thème, succession de solos, thème) avec les rythmes syncopés et l'instrumentation du funk (percussions et batterie électroniques, piano électrique Fender Rhodes ou Wurlitzer, orgue Hammond B3, synthétiseurs analogiques Mellotron, ARP Odyssey, Oberheim, Moog ou Hohner D6 Clavinet, cuivres, basse électrique, parfois guitare électrique comme chez 'Wah Wah' Watson (en)) et des effets d'instrumentation très employés tels le slap à la basse électrique ou l'usage de cordes frottées au synthétiseurs.
",https://fr.wikipedia.org/wiki/Jazz-funk
Jazz fusion,"Le jazz fusion ou jazz-rock, parfois simplement dénommé fusion, est un courant musical apparu vers la fin des années 1960 aux États-Unis, mêlant des éléments extraits du jazz avec d'autres courants musicaux comme le rock et le funk.
",https://fr.wikipedia.org/wiki/Jazz_fusion
Jazz manouche,"Le jazz manouche est un style de jazz qui témoigne des apports stylistiques des musiques gitanes, manouches et d'Europe centrale (klezmer) ainsi que du musette et de la chanson française dans le jazz, qui, dès 1932, arrive des États-Unis en Europe[1]. Né en France dans les années 1930, il se caractérise dans sa forme originelle par une section rythmique assurée par deux guitares et une contrebasse, un violon et l'absence de percussions, de cuivres et de bois – un « jazz sans tambour ni trompette »[2].
",https://fr.wikipedia.org/wiki/Jazz_manouche
Jazz modal,"Le jazz modal est un courant du jazz qui s'est développé à la fin des années 1950, et qui a exercé une certaine influence jusque dans les années 1970.
",https://fr.wikipedia.org/wiki/Jazz_modal
Jazz Nouvelle-Orléans,"Le jazz Nouvelle-Orléans (New Orleans Jazz) est un courant musical du jazz qui s'est principalement développé dans les années 1910 à  La Nouvelle-Orléans — c'est là qu'est né le jazz dans les années 1910 avant d'émigrer vers Chicago — avant de s'éclipser face au middle jazz vers la fin des années 1920.  
Un mouvement de « revival » (résurrection) de ce style, initié entre autres par Louis Armstrong et Kid Ory apparaît dans les années 1940 en réaction au bebop naissant.
",https://fr.wikipedia.org/wiki/Jazz_Nouvelle-Orl%C3%A9ans
Jazz punk,"Le jazz punk est un sous-genre du punk rock, dans lequel sont fusionnés des éléments de jazz. Des groupes comme The Plot To Blow Up The Eiffel Tower, Nomeansno, Television, The Minutemen ou les Bérurier Noir sont les premiers groupes punk à avoir utilisé des éléments de jazz.
",https://fr.wikipedia.org/wiki/Jazz_punk
Jazz rap,"Le Hip-Hop jazz, aussi appelé rap-jazz, jazz-rap ou jazz-hop, est un sous-genre de rap. Ce terme est utilisé par une partie de la presse et des auditeurs de rap pour catégoriser les artistes et morceaux de rap qui utilisent des samples ou des orchestrations jazz[1],[2],[3]. Bien qu’utilisé par la presse et des auditeurs, le terme peut être qualifié de « non-officiel », puisque beaucoup d’artistes ayant composé des morceaux de Hip-Hop jazz ne se revendiquent pas particulièrement d’un courant appelé tel quel[4].
",https://fr.wikipedia.org/wiki/Jazz_rap
Jazz vocal,"Le jazz vocal est un sous-genre du jazz, où la voix prédomine au sein de la composition. Il est ainsi fréquemment opposé au jazz instrumental, où prédomine le jeu des musiciens. Les parties chantées peuvent consister en du chant clair, mais aussi comprendre du vocalese ou du scat. Ces techniques vocales sont regroupées sous la notion de chant jazz.
",https://fr.wikipedia.org/wiki/Jazz_vocal
Jazz West Coast,"Le jazz West Coast (ou jazz de la côte ouest - des États-Unis) est un style de jazz pratiqué en Californie par les musiciens, en majorité blancs dans les années 1950, plus précisément entre 1952 et 1958. La grande concentration de musiciens dans cette région, due en grande partie au travail offert par les studios de Hollywood alors en plein essor, permet l'éclosion d'une scène jazz très active. Au regard de la diversité des productions du jazz West Coast, la majorité des critiques et amateurs reconnaissent cependant une certaine parenté esthétique, au-delà de l'unité historique et géographique.
",https://fr.wikipedia.org/wiki/Jazz_West_Coast
Jazzstep,"Le jazzstep est un sous-genre musical de la drum and bass.
",https://fr.wikipedia.org/wiki/Jazzstep
Jump blues,Description non disponible,https://fr.wikipedia.org/wiki/Jump_blues
Jump-up,"La jump-up, également stylisé jump up[1], aussi appelé jump-up drum 'n' bass[3], est un sous-genre dérivé de drum and bass, ayant émergé au milieu des années 1990[2]. 
",https://fr.wikipedia.org/wiki/Jump-up
Jumpstyle,"Le jumpstyle est un sous-genre musical dérivé de la techno hardcore, ayant émergé en Belgique et aux Pays-Bas, et par la suite popularisé en Europe, comme en Irlande, au Royaume-Uni et en France. La danse typique au jumpstyle est appelée jumpen (du mot anglais jump — sauter — et du suffixe verbal allemand/néerlandais -en, signifiant également « sauter »).
",https://fr.wikipedia.org/wiki/Jumpstyle
Jungle,"La jungle est un style de musique électronique apparu vers 1993 en Angleterre. Elle prend ses sources dans la culture rave londonienne. Elle vient du darkcore. Elle donne naissance à la drum and bass dont les deux principaux courants sont l'artcore (qui deviendra le liquid funk) et le techstep (qui deviendra hardstep, darkstep, neurofunk et techno-dnb).
",https://fr.wikipedia.org/wiki/Jungle_(musique)
K-pop,"K-pop (abréviation de Korean pop[1], en français pop coréenne, en coréen 케이팝, RR : keipap) est un terme désignant plusieurs genres musicaux (dance-pop, pop ballad, électronique[2], etc.) originaires de Corée du Sud et caractérisés par une large variété d'éléments audiovisuels.
",https://fr.wikipedia.org/wiki/K-pop
Kaneka,"Le kaneka est un genre musical calédonien créé en 1984 lors de la préparation du 4e festival des arts du Pacifique.
",https://fr.wikipedia.org/wiki/Kaneka
Kansas City blues,"Le Kansas City blues est un genre de blues né à Kansas City (Missouri) où de nombreux amateurs et musiciens de blues et de jazz se retrouvent dans les nombreux clubs que compte la ville ou bien à l'occasion du Kansas City Music Blues & Jazz Festival. 
",https://fr.wikipedia.org/wiki/Kansas_City_blues
Kasékò,"Le Kasékò, est un genre musical de Guyane. Joué lors de traditionnelles bal convoués, il désigne aussi les tambours ainsi que la danse de ce genre musical et est de loin le rythme et la danse traditionnelle le plus populaire du territoire[1],[2],[3].
",https://fr.wikipedia.org/wiki/Kas%C3%A9k%C3%B2
Kawaii metal,"Le kawaii metal (カワイイメタル, « metal mignon »?)[1], également connu sous le nom de idol metal[2], cute metal, ou kawaiicore[3], est un genre musical mélangeant des éléments de heavy metal et de J-pop qui s'est développé au Japon au début des années 2010. Une composition de kawaii metal typique consiste à combiner des musiques issues de différents types de musique heavy metal, des mélodies J-pop et l'esthétique du mouvement des idoles japonaises. Les sujets des textes du kawaii metal sont souvent plus légers que ceux des autres genres de heavy metal. 
",https://fr.wikipedia.org/wiki/Kawaii_metal
Kizomba,"La kizomba (ou le[1] kizomba) désigne un genre musical et la danse qui l'accompagne, faisant partie de la culture de l'Angola[2]. Ce genre s'est d'abord répandu dans les pays lusophones, puis dans les pays européens, et ensuite dans des pays non-européens comme les États-Unis et l'Australie.
",https://fr.wikipedia.org/wiki/Kizomba
Klezmer,"Le klezmer (d’Europe centrale et de l’Est) est une tradition musicale instrumentale des Juifs ashkénazes. Elle s’est développée à partir du XVe siècle et ses origines – dépourvues de sources documentaires d’époque mais vraisemblables — seraient les musiques du Moyen-Orient, d’Europe centrale, d’Europe de l'Est (Slaves et Tziganes)[1].
",https://fr.wikipedia.org/wiki/Klezmer
Kompa,Konpa ,https://fr.wikipedia.org/wiki/Kompa
Krautrock,"Le krautrock désigne ironiquement le rock progressif, expérimental et psychédélique allemand de la fin des années 1960, un mouvement essentiellement incarné par des groupes d'Allemagne de l'Ouest. Les représentants principaux sont Tangerine Dream, Can, Faust, Neu!, Klaus Schulze, Popol Vuh, Amon Düül et Kraftwerk. 
Le krautrock connaît un regain d'intérêt dans les années 1980, alors que l'apogée du style se situe entre le début et le milieu des années 1970. Utilisant largement les instruments électroniques, le krautrock sera l'une des principales influences de l'ambient, du post-rock ou encore de la new age.
",https://fr.wikipedia.org/wiki/Krautrock
Kuduro,"Le Kuduro (graphie alternative de cu duro, littéralement « fesses dures » en français) est un genre de musique et un genre de danse originaire de l'Angola. Le Kuduro est devenu un phénomène musical dans tous les pays lusophones, ainsi que dans d'autres parties du monde.
",https://fr.wikipedia.org/wiki/Kuduro
Kwaito,"Le kwaito est un genre musical ayant émergé à Johannesbourg, en Afrique du Sud, pendant les années 1990. Il s'agit d'une variante de musique house faisant usage d'échantillons sonores issus de musiques africaines. Caractérisé par un tempo moins rapide que les autres genres house, le kwaito se compose souvent de mélodies entraînantes, de boucles percussives, de lignes de basses profondes, et de parties vocales. Le genre est quelque peu similaire au hip-hop dans sa manière de chanter, rapper ou crier les paroles. Le producteur américain Diplo décrit le kwaito comme « du garage au ralenti », la musique la plus populaire chez la jeunesse noire en Afrique du Sud[1].
",https://fr.wikipedia.org/wiki/Kwaito
Latin house,"La latin house est un sous-genre musical de la house avec des influences de musique latine et principalement produite par des DJ portugais, roumain et espagnol. Le son est composé de beat electro, dance avec des accompagnements parfois de guitare, accordéon, et de percussions (congas par exemple)[1],[2], et d'un rythme 4/4[1]. Ce genre musical est très populaire en Amérique latine, en Europe et aux États-Unis[3].
",https://fr.wikipedia.org/wiki/Latin_house
Latin jazz,"Le latin jazz ou jazz latino est un style de jazz qui plonge ses racines dans la fusion  rythmiques de cuivres, de percussions et des formes originales de la musique latine, en particulier cubaine et brésilienne, avec des éléments de jazz. Sa conformation en tant que sous-genre défini se produit en 1943 avec l'émergence du jazz afro-cubain[1] et des années plus tard avec la création de la bossa nova en 1957[2]. 
",https://fr.wikipedia.org/wiki/Latin_jazz
Latin metal,"Le latin metal, ou metal sud-américain (espagnol : heavy metal en español), est un sous-genre musical de heavy metal aux origines, influences et à l'instrumentation typiquement latino-américaines comme des paroles en espagnol et des percussions latines.
",https://fr.wikipedia.org/wiki/Latin_metal
Lento violento,"Le lento violento, ou simplement lento, est un sous-genre de musique électronique ayant émergé à la fin des années 1990 en Italie et tout au début des années 2000, caractérisé par un faible tempo oscillant généralement entre 85 et 115 BPM[1]. Il se caractérise également de lignes de kicks profonds orientés techno hardcore et hardstyle, accompagnés de voix et de samples axés acid.
",https://fr.wikipedia.org/wiki/Lento_violento
Léròl,"Le léròl est à la fois un rythme et une danse[1]. Il s'agit de la variante guyanaise du quadrille créole accompagné de trois tambours et d'un hochet (chacha-léròl[2]).
",https://fr.wikipedia.org/wiki/L%C3%A9r%C3%B2l
Liquid funk,"Le liquid funk (liquid drum & bass, liquid DnB ou liquid) est un sous-genre musical du drum and bass. Le nom du genre est attribué au début des années 2000 par DJ Fabio, un disc-jockey britannique[2].
",https://fr.wikipedia.org/wiki/Liquid_funk
Livetronica,"La livetronica, ou jamtronica, est un genre musical mêlant des éléments de jam band à ceux de l'electronica[1],[2]. Le nom du genre est un jeu de mots entre les termes « musique live » et « electronica ».
",https://fr.wikipedia.org/wiki/Livetronica
Lo-fi,"Lo-fi  (abr. de low-fidelity, « de basse fidélité ») est une expression apparue à la fin des années 1980[1] aux États-Unis pour désigner certains groupes ou musiciens underground adoptant des méthodes d'enregistrement primitives pour produire un son « sale », volontairement opposé aux sonorités jugées aseptisées de certaines musiques populaires[2]. L'expression est l'antonyme de hi-fi (abr. de high-fidelity, « de haute fidélité »[3]).
",https://fr.wikipedia.org/wiki/Lo-fi
Logobi,"Le Logobi  (signifie en nouchi, faire le malin) est une danse ivoirienne consistant à faire des mouvements avec les mains
",https://fr.wikipedia.org/wiki/Logobi
Louisiana blues,"Le Louisiana blues est un genre de blues qui se distingue par des rythmes lourds qui produisent une musique sombre et intense. Il s'est développé dans la période après la Seconde Guerre mondiale dans l'état de la Louisiane. De ce style est né un sous-genre, le swamp blues (principalement aux alentours de Bâton-Rouge), qui souligne et amplifie le caractère sombre et les rythmes lourds du Louisiana blues standard.
",https://fr.wikipedia.org/wiki/Louisiana_blues
Lounge,"La musique lounge (de l’anglais lounge music, littéralement « musique de salon ») désigne au départ la musique jouée dans les salons des bars d'hôtels et de casinos, mais également dans les petits cabarets et les piano-bars. C'est la version « excentrique » de la easy listening. 
",https://fr.wikipedia.org/wiki/Lounge_(musique)
Luk thung,Description non disponible,https://fr.wikipedia.org/wiki/Luk_thung
Madchester,"Le terme Madchester (jeu de mots entre mad (« fou » en anglais) et le nom de la ville de Manchester) apparaît pour la première fois avec les Happy Mondays qui avaient baptisé un de leurs disques Madchester Rave On.
",https://fr.wikipedia.org/wiki/Madchester
Mainstream jazz,"
Le mainstream (« courant principal » en anglais) est un courant du jazz apparu au milieu des années 1950.
",https://fr.wikipedia.org/wiki/Mainstream_jazz
Mainstream hardcore,Description non disponible,https://fr.wikipedia.org/wiki/Mainstream_hardcore
Makina,"La makina (espagnol : mákina) est un sous-genre musical de la techno hardcore ayant émergé en Espagne au début des années 1990. Elle se caractérise par un tempo élevé oscillant entre 150 à 190 BPM, des kicks profonds et parfois distordus, des basses ainsi que des mélodies simples. Le mot signifie « machine » en espagnol, et est pour la première fois utilisé en 1995 pour décrire un style de musique déviant joué dans les discothèques situées à proximité des zones industrielles.
",https://fr.wikipedia.org/wiki/Makina
Makossa,"Le Makossa est un type de musique camerounais. C'était au départ une composante exclusive de la culture douala mais de nos jours est adopté en tant que musique populaire dans tout le pays. Il est semblable au soukous, avec plus de basses et de cuivres. Il est issu d'une danse traditionnelle sawa, l'Ambas-Bay, avec des influences significatives de jazz, de musique antillaise, de musique latine, et de rumba rumba congolaise  et du seben . Ce style musical urbain fait partie des quatre rythmes principaux au Cameroun avec le bikutsi, le mangambeu et l'assiko.
",https://fr.wikipedia.org/wiki/Makossa
Maloya,Description non disponible,https://fr.wikipedia.org/wiki/Maloya
Mambo,"Le mambo est à la fois un genre musical cubain et un style de danse populaire inventé dans les années 1930 par le musicien et compositeur cubain Arsenio Rodríguez,  développé à La Havane par Cachao et popularisé par Dámaso Pérez Prado et Benny Moré.
",https://fr.wikipedia.org/wiki/Mambo
Mandopop,"La mandopop (chinois simplifié : 华语流行音乐 ; chinois traditionnel : 華語流行音樂 ; pinyin : Huá Yǔ Liú Xíng Yīn Yuè), littéralement, Musique populaire est une abréviation familière pour Mandarin popular music. Elle est également parfois surnommée « mandapop ». Elle est catégorisée comme un sous-genre de la musique commerciale chinoise, tout comme la cantopop. La mandopop est la première variété de musique populaire en chinois à devenir une industrie viable. Comme son nom l'indique, la mandopop est composée de chansons principalement chantées en mandarin standard. Les consommateurs de cette musique incluent des fans, fans en particulier parlant le mandarin, en Chine, Malaisie, Singapour, Taïwan, Japon et dans d'autres pays.
",https://fr.wikipedia.org/wiki/Mandopop
Mangue beat,"Le mangue beat est un mouvement musical et culturel apparu dans la ville de Recife au nord-est du Brésil au début des années 1990.
",https://fr.wikipedia.org/wiki/Mangue_beat
Marche,"Une marche, qu'elle soit militaire, dansante ou circonstancielle, est un genre musical au rythme régulièrement cadencé, permettant de régler ou d'accompagner le déplacement d'un cortège lors d'une procession, d'un défilé ou d'une parade. 
",https://fr.wikipedia.org/wiki/Marche_(genre_musical)
Mashup,Description non disponible,https://fr.wikipedia.org/wiki/Mashup_(musique)
Math rock,"Le math rock est un genre musical de rock expérimental et de rock indépendant caractérisé par une complexité rythmique et un enchaînement de riffs et mélodies, souvent dissonants[1] ayant émergé à la fin des années 1980, influencé par des groupes de rock progressif comme King Crimson et de musique minimaliste comme Steve Reich. Il se caractérise par des signatures rythmiques atypiques, une composition en contrepoint et l'utilisation d'accord augmentés.
",https://fr.wikipedia.org/wiki/Math_rock
Mathcore,"Le mathcore (ou hardcore chaotique) est un sous-genre de metalcore dissonant et de rythmique complexe. Il tient ses racines de groupes tels que Converge, Botch[1],[2] et The Dillinger Escape Plan[3],[4]. Le terme de mathcore est une déclinaison du math rock. Des groupes math rock tels que Slint, Don Caballero, Shellac et Drive Like Jehu ont influencé le mathcore, bien que le genre soit plus associé au metalcore. Les groupes importants de mathcore sont associés au metalcore et au grindcore[5],[6],[7],[8],[9].
",https://fr.wikipedia.org/wiki/Mathcore
Mbalax,"Le mbalax ou mbalakh (terme d'origine wolof) est un rythme musical sénégalais[1]. C'est une musique populaire au Sénégal, basée sur les percussions dont le tama et le sabar
",https://fr.wikipedia.org/wiki/Mbalax
Medieval rock,"Le medieval rock (medieval folk rock ou medieval rock) est un sous-genre musical ayant émergé dans les années 1970 en Angleterre et en Allemagne, mêlant musique ancienne et rock. Il émerge dans les mouvements electric folk et folk progressif à la fin des années 1960[1]. Le terme était utilisé pour catégoriser les musiciens incorporant des éléments sonores issus de musiques médiévales, de la Renaissance et baroque à leurs chansons, et souvent pour décrire des groupes usant ou non d'instruments électriques.
",https://fr.wikipedia.org/wiki/Medieval_rock
Memphis blues,"Le Memphis blues est un genre de blues qui est apparu dans les années 1920 et les années 1930 avec des musiciens de Memphis ou ses environs comme Frank Stokes, Sleepy John Estes, Furry Lewis ou Memphis Minnie. 
",https://fr.wikipedia.org/wiki/Memphis_blues
Merengue,"Le merengue est un genre musical et une danse nés en République dominicaine (région de Cibao) vers 1800, et également interprétés par des artistes portoricains. Le genre est l'un des plus populaires en Amérique latine et dans de nombreuses villes aux États-Unis[1]. Une des hypothèses serait qu'il viendrait d'une danse appelée la upa habanera qui comportait un pas de danse appelé « merengue », mais il pourrait provenir d'un rythme nommé « mangulina »[réf. nécessaire].
",https://fr.wikipedia.org/wiki/Merengue
Merenhouse,"Le merenhouse, meren(gue)house ou merenrap, est un genre musical de hip-hop mêlant merengue dominicain et rap, dancehall et hip-hop[3]. Le groupe Proyecto Uno est le pionnier du genre. Le merenhouse possède la même instrumentation que le merengue, incluant saxophone, trompette, accordéon, guitare basse acoustique, guitare, et güira ; cependant, ces instruments peuvent se mêler à des sons électroniques.
",https://fr.wikipedia.org/wiki/Merenhouse
Metal alternatif,"Le metal alternatif, également connu sous les termes alt-metal[1] ou hard alternatif, est un genre de heavy metal. Le metal alternatif fait souvent usage d'éléments sonores issus du heavy metal avec quelques influences du rock alternatif[5] et d'autres genres non assimilés au metal[2],[5]. Les groupes de metal alternatif sont souvent caractérisés par des riffs de guitare, des chants mélodieux, des sons inhabituels dans les autres genres du heavy metal, des structures sonores inhabituelles, et parfois une approche expérimentale de la musique heavy metal[2]. Le terme est utilisé depuis les années 1980[6], bien qu'il se soit réellement popularisé durant les années 1990[7]. Il parvient à lancer de nouveaux sous-genres, dont le nu metal, qui popularise encore plus le metal alternatif, et ajoute divers éléments de hip-hop et de groove metal[2].
",https://fr.wikipedia.org/wiki/Metal_alternatif
Metal avant-gardiste,"Le metal avant-gardiste (ou metal expérimental), est un genre musical dérivé du heavy metal qui se caractérise par une large tendance à l'expérimentation et un goût pour des sonorités, des instruments, ou des structures de chansons peu conventionnelles. Les premiers exemples de metal avant-gardiste remontent à Celtic Frost, Fleurety et Ved Buens Ende.
",https://fr.wikipedia.org/wiki/Metal_avant-gardiste
Metal celtique,"Le metal celtique est un sous-genre du folk metal, ayant émergé dans les années 1990 en Irlande. Comme son nom l'indique, le genre est une fusion de heavy metal (au sens large, car les éléments metal, peuvent, suivant les groupes, venir du heavy metal traditionnel comme du black metal, du death metal ou encore du power metal) et de musique celtique. Les pionniers du genre sont trois groupes irlandais Cruachan, Primordial et Waylander. Le genre franchit depuis le sol irlandais, et est connu pour être réalisé par des groupes de nombreux autres pays. Il se rapproche parfois du rock celtique.
",https://fr.wikipedia.org/wiki/Metal_celtique
Metal chrétien,"Le metal chrétien, ou white metal[2] est une forme de heavy metal caractérisée par des paroles orientées vers le christianisme. Le metal chrétien est habituellement joué par des individus de foi chrétienne, souvent des individus écoutant du heavy metal et dont la musique est distribuée par des médias chrétiens[1].
",https://fr.wikipedia.org/wiki/Metal_chr%C3%A9tien
Metal extrême,"Le metal extrême est un terme utilisé pour décrire quelques sous-genres dérivés du heavy metal. Le terme est essentiellement utilisé depuis le début des années 1980, principalement aux États-Unis (avec le thrash) puis en Europe (avec le black puis le death metal[9]), décrivant les genres de metal plus ou moins influencés par la New wave of British heavy metal[10], et le punk hardcore[9].
",https://fr.wikipedia.org/wiki/Metal_extr%C3%AAme
Metal gothique,"Le metal gothique (également appelé gothic metal ou goth metal) est un genre musical se trouvant à la croisée du death-doom, du heavy metal et de la musique gothique[1]. Il se développe initialement au début des années 1990 en Europe et aux États-Unis.
",https://fr.wikipedia.org/wiki/Metal_gothique
Metal industriel,"Le metal industriel est un sous-genre de metal qui puise ses influences dans la musique industrielle[1], le thrash metal et le punk hardcore, en utilisant les riffs du metal et du punk, l'échantillonnage, les séquenceurs, les synthétiseurs et les voix déformés[2]. Les groupes fondateurs du metal industriel sont Ministry[3], Laibach, Killing Joke, Godflesh[4] et KMFDM[3].
",https://fr.wikipedia.org/wiki/Metal_industriel
Metal néo-classique,"Le metal néo-classique est une branche du heavy metal mettant l'emphase à la fois sur les influences classiques et sur la virtuosité instrumentale[1]. La particularité du genre est de marier les structures populaires du heavy metal traditionnel à des emprunts mélodiques ou des arrangements de musique classique.  Cette tendance a été initiée au cours des années 1980 par des guitaristes comme Randy Rhoads, Jason Becker et surtout Yngwie Malmsteen[1]. Ce dernier a été aussi influencé par l'approche de guitaristes de hard-rock comme Ritchie Blackmore[1], connu pour ses nombreux emprunts à la musique classique. Le terme « metal néoclassique » pour désigner ce type de musique est venu après, avec la génération qui a suivi à la fin des années 1990 et s'est inspirée de Rhoads, Becker et Malmsteen.
",https://fr.wikipedia.org/wiki/Metal_n%C3%A9o-classique
Metal oriental,"Le metal oriental est un sous-genre du folk metal mélangeant heavy metal et éléments de musique orientale traditionnelle. La musique se développe en Israël à la première moitié des années 1990 avec des groupes comme Orphaned Land, Melechesh et Salem, considérés par la presse spécialisée comme pionniers du genre. Des groupes d'autres pays comme Myrath en Tunisie ou Shokran en Russie se développent par la suite.
",https://fr.wikipedia.org/wiki/Metal_oriental
Metal progressif,"Le metal progressif ou progressive metal, est un sous-genre du heavy metal et du rock progressif, ayant émergé au Royaume-Uni et aux États-Unis durant les années 1970. Le metal progressif mélange des éléments de heavy metal et de rock progressif, en y reprenant son « agressivité »[6] et une sonorité de guitare électrique heavy metal amplifiée, accompagnées de compositions expérimentales, complexes et « pseudo-classiques »[6]. Le metal progressif fait souvent usage de thèmes conceptuels associés au rock progressif. Au fil des années, le metal progressif s'inspire de nombreux autres genres, incluant musique classique et jazz fusion.
",https://fr.wikipedia.org/wiki/Metal_progressif
Metal symphonique,"Le metal symphonique est un sous-genre du heavy metal associant différentes caractéristiques de ce genre, incluant batterie et guitare, à divers arrangements d'inspiration orchestrale marqués par l'influence importante de la musique orchestrale de film ainsi que de la musique classique. Le terme « symphonique » (ou « orchestral ») est ici une description informelle car beaucoup de groupes ne s'appuient pas réellement sur des structures proprement symphoniques : ces groupes n'entendent pas écrire de véritables symphonies au sens strict du terme, mais des chansons s'inspirant des atmosphères et du souffle épique de certaines partitions orchestrales. Par ailleurs, seuls quelques groupes ont véritablement recours à des ensembles orchestraux, par exemple le London Symphony Orchestra avec l'album Once du groupe Nightwish, ou encore le Metropole Orchestra avec le live Black Symphony du groupe Within Temptation. Avec son compositeur Luca Turilli, le groupe italien Rhapsody, puis Luca Turilli's Rhapsody, en est l'un des principaux créateurs.
La grande majorité des groupes de metal symphonique ont le plus généralement recours à des claviers ou à des échantillons sonores, plutôt qu'à des orchestres pour suggérer les ambiances symphoniques. Le terme symphonique veut donc ici simplement dire que ces musiques cherchent à invoquer une part du caractère grandiose et majestueux de la musique symphonique.
",https://fr.wikipedia.org/wiki/Metal_symphonique
Metalcore,"Le metalcore est un genre dérivé du heavy metal et du punk hardcore[1] ayant essentiellement émergé aux États-Unis à la fin des années 1980. Il existe deux genres de metalcore : le metalcore original, qui conserve les riff du punk hardcore et la brutalité du heavy metal, et le metalcore mélodique qui combine les sons et les traits du death metal mélodique avec le punk hardcore, metalcore et parfois emo[2].
",https://fr.wikipedia.org/wiki/Metalcore
Metalcore mélodique,"Le metalcore mélodique est un genre de fusion musicale mélangeant les sons et traits du death metal mélodique avec le punk hardcore, metalcore et parfois à l'emo[1].
",https://fr.wikipedia.org/wiki/Metalcore_m%C3%A9lodique
Mgodro,"Le Mgodro (ou M'godro) est un rythme et une danse typiquement mahoraise[1],[2], c'est une musique populaire à Mayotte[3].
",https://fr.wikipedia.org/wiki/Mgodro
Miami bass,"La Miami bass (booty music ou booty bass) est un sous-genre musical du hip-hop popularisé dans les années 1980 et 1990. Les racines du genre sont directement ancrées dans l'electro-funk du début des années 1980. Son utilisation de caisses produites par le Roland TR-808, son tempo rapide, et son contenu lyriquement à caractère sexuel le différencie des autres sous-genres du hip-hop. L'auteur Richie Unterberger définit l'usage des cymbales utilisées dans la Miami bass accompagnées de paroles qui « reflètent le langage des rues, en particulier celui de la communauté noire basée à Miami dans des villes telles que Liberty City et Overtown[1]. »
",https://fr.wikipedia.org/wiki/Miami_bass
Microhouse,"La microhouse (buftech, minimal house, ou parfois juste minimal ou encore plus simplement micro) est un genre de musique électronique, qu’on classe dans la grande famille des musiques répétitives. Il s'agit d'un sous-genre musical de la house, dont elle doit une partie de son nom par le fait qu'elles partagent la même structure rythmique générale. Le terme ""micro"" désigne les micros éléments ajoutés à la musique : des samples (échantillons) de sons assez courts, qui donnent sa spécificité au genre. Ces samples et le genre tout entier sont particulièrement inspirés par la musique concrète, la musique minimaliste et la techno des années 1990[2].
",https://fr.wikipedia.org/wiki/Microhouse
Midwest rap,"Le Midwest rap, ou hip-hop Midwest, est un genre musical issu du hip-hop originaire de la région du Midwest, aux États-Unis. Le genre se popularise initialement au milieu des années 1990 grâce à des rappeurs extrêmement rapides connus sous le nom de « choppers »[1] comme Bone Thugs-n-Harmony (Cleveland), Twista et Da Brat (Chicago), Tech N9ne (Kansas City), Atmosphere (Minneapolis), et Eminem (Détroit).
",https://fr.wikipedia.org/wiki/Midwest_rap
Milonga,"La milonga est un genre musical rural né dans la pampa argentine[1],[2], qui est typique d'Argentine, d’Uruguay et de l’État de Rio Grande do Sul au Brésil. Ce genre est également typique de la culture gaucho.
Elle existe sous deux formes, la milonga pampas, appartenant à la musique dite Surera, et qui est la forme originale, et la milonga ciudadana (milonga urbaine), créée plus tardivement, en 1931, par Sebastián Piana avec Milonga sentimental.
",https://fr.wikipedia.org/wiki/Milonga_pampeana
Minneapolis sound,"Le Minneapolis sound est un genre musical développé par l'artiste américain Prince à la fin des années 1970[1]. Il est décrit comme un mélange hybride de funk, rock, pop et new wave et a surtout influencé les artistes associés à Prince, en particulier The Time et les producteurs Jimmy Jam et Terry Lewis, mais aussi une grande partie de la dance-pop des années 1980[1],[2].
",https://fr.wikipedia.org/wiki/Minneapolis_sound
Moombahcore,"Le moombahton est un genre de fusion musical entre la house et le reggaeton, créé par le disc jockey et producteur américain Dave Nada[2] (né David Villegas) à Washington, DC, en 2009[3]. Musicalement, il mélange les origines rythmiques de la dutch house ou de l'electro house, le tempo ralenti du reggaeton, habituellement entre 108 et 115 battements par minute (BPM), accompagnées de percussions en provenance du reggaeton. D'autres caractéristiques du genre comprennent notamment de grosses basses[2]. Nada invente le nom du genre par un jeu de mots entre « Moombah » (un titre composé par DJ Chuckie) et « reggaeton » (lui-même dérivé des mots « reggae » et du suffixe espagnol -on signifiant « grand »).
",https://fr.wikipedia.org/wiki/Moombahcore
Moombahton,"Le moombahton est un genre de fusion musical entre la house et le reggaeton, créé par le disc jockey et producteur américain Dave Nada[2] (né David Villegas) à Washington, DC, en 2009[3]. Musicalement, il mélange les origines rythmiques de la dutch house ou de l'electro house, le tempo ralenti du reggaeton, habituellement entre 108 et 115 battements par minute (BPM), accompagnées de percussions en provenance du reggaeton. D'autres caractéristiques du genre comprennent notamment de grosses basses[2]. Nada invente le nom du genre par un jeu de mots entre « Moombah » (un titre composé par DJ Chuckie) et « reggaeton » (lui-même dérivé des mots « reggae » et du suffixe espagnol -on signifiant « grand »).
",https://fr.wikipedia.org/wiki/Moombahton
